Date,Open,High,Low,Last,Volume,Turnover
2020-02-26,132.4,132.9,127.7,132.3,1716072.0,224783725.0
2020-02-25,137.8,138.05,132.6,132.8,1502340.0,202170960.0
2020-02-24,141.45,141.45,136.35,137.0,1415703.0,195109607.0
2020-02-21,145.15,145.2,143.05,143.8,832431.0,119662024.0
2020-02-20,145.35,147.5,145.3,145.55,702201.0,102564119.0
2020-02-19,144.25,145.95,144.05,145.95,754787.0,109612890.0
2020-02-18,144.15,145.2,143.35,143.35,726343.0,104424135.0
2020-02-17,144.5,145.15,143.45,144.85,538423.0,77749823.0
2020-02-14,145.1,146.05,144.65,145.0,643398.0,93426047.0
2020-02-13,147.45,148.0,144.55,145.2,954058.0,139072298.0
2020-02-12,149.75,150.15,147.35,147.35,659039.0,97446395.0
2020-02-11,149.1,150.5,148.4,149.55,579931.0,86610557.0
2020-02-10,150.05,150.15,148.6,148.6,570055.0,84908703.0
2020-02-07,148.2,152.3,148.2,150.25,792291.0,119156640.0
2020-02-06,147.85,148.85,146.45,147.6,875482.0,129091098.0
2020-02-05,148.15,149.15,146.9,147.5,997146.0,147390030.0
2020-02-04,147.2,148.3,146.7,148.3,725160.0,107289879.0
2020-02-03,146.65,147.15,145.8,146.9,543440.0,79692909.0
2020-01-31,147.6,148.15,145.45,145.95,858072.0,125425000.0
2020-01-30,148.55,149.8,147.3,147.6,819016.0,121328844.0
2020-01-29,144.4,150.7,143.8,150.05,1046752.0,155567642.0
2020-01-28,144.5,144.85,142.4,144.5,594492.0,85589820.0
2020-01-27,145.25,147.3,143.15,143.55,1128665.0,163166354.0
2020-01-24,143.75,147.0,143.6,147.0,1141956.0,166994660.0
2020-01-23,140.05,143.8,140.05,142.1,869924.0,123753581.0
2020-01-22,141.7,142.15,140.05,140.25,641898.0,90399376.0
2020-01-21,141.8,142.15,140.85,142.0,636944.0,90276875.0
2020-01-20,142.25,142.65,141.25,142.15,360336.0,51173036.0
2020-01-17,141.7,142.95,141.55,142.55,678931.0,96643269.0
2020-01-16,139.65,141.8,139.55,141.0,1096200.0,154409995.0
2020-01-15,138.5,140.05,138.2,139.25,969977.0,134855575.0
2020-01-14,137.6,137.95,136.6,137.6,809706.0,111267783.0
2020-01-13,138.4,138.55,136.7,137.45,669352.0,92004263.0
2020-01-10,139.7,139.8,138.2,138.5,690977.0,95787607.0
2020-01-09,138.85,139.45,137.15,139.45,852215.0,118171028.0
2020-01-08,135.9,137.65,135.45,137.5,762013.0,104393831.0
2020-01-07,136.65,138.1,135.9,137.7,730793.0,100393977.0
2020-01-06,136.8,136.85,135.45,136.45,713375.0,97185690.0
2020-01-03,137.2,138.3,136.55,138.0,558276.0,76812763.0
2020-01-02,138.3,138.35,137.05,137.6,727750.0,100238349.0
2019-12-31,136.9,138.1,136.9,137.65,213631.0,29393380.0
2019-12-30,139.65,140.15,137.1,137.1,550764.0,75929541.0
2019-12-27,141.5,141.5,139.55,139.85,546037.0,76542918.0
2019-12-24,141.4,141.8,140.45,140.85,115432.0,16265859.0
2019-12-23,140.4,141.8,140.4,140.85,462527.0,65239624.0
2019-12-20,140.0,141.0,139.3,140.25,1516541.0,212719847.0
2019-12-19,139.0,139.85,138.6,139.85,775551.0,108196986.0
2019-12-18,139.05,140.2,138.6,139.0,1120096.0,155956306.0
2019-12-17,138.7,140.2,134.85,139.4,2077181.0,286812281.0
2019-12-16,144.6,144.8,141.05,141.55,1370593.0,194989441.0
2019-12-13,147.45,147.5,143.75,144.75,1142364.0,165576033.0
2019-12-12,146.9,147.6,144.45,145.65,804902.0,117392872.0
2019-12-11,146.15,147.25,145.75,146.8,544113.0,79762152.0
2019-12-10,147.4,147.6,144.55,146.35,941881.0,137754269.0
2019-12-09,148.2,148.75,147.55,148.0,390757.0,57867219.0
2019-12-06,146.8,148.4,146.1,148.4,540871.0,79768589.0
2019-12-05,145.0,147.25,144.95,146.15,424339.0,62050582.0
2019-12-04,143.55,146.0,143.55,145.15,522693.0,75913759.0
2019-12-03,144.85,145.4,143.2,143.55,710435.0,102179313.0
2019-12-02,148.4,149.5,144.75,144.85,872335.0,127471550.0
2019-11-29,148.25,149.15,147.7,148.45,397362.0,59025432.0
2019-11-28,148.5,149.1,147.65,148.45,383831.0,56998225.0
2019-11-27,149.8,150.2,148.5,148.7,497238.0,74111432.0
2019-11-26,149.3,150.0,148.9,149.0,719107.0,107278064.0
2019-11-25,149.6,149.9,148.75,149.5,347547.0,51931420.0
2019-11-22,149.15,150.55,148.8,149.25,499144.0,74705393.0
2019-11-21,148.45,149.9,147.5,149.35,579318.0,86387918.0
2019-11-20,148.45,149.25,147.15,148.65,483250.0,71707765.0
2019-11-19,149.45,150.85,148.35,148.65,590899.0,88184667.0
2019-11-18,149.7,150.15,148.4,149.0,555165.0,82790153.0
2019-11-15,149.6,150.25,148.8,149.9,656305.0,98275509.0
2019-11-14,148.5,149.6,148.1,148.95,329624.0,49066501.0
2019-11-13,148.4,149.15,147.6,148.4,441210.0,65479225.0
2019-11-12,147.95,149.0,147.45,148.7,621857.0,92340933.0
2019-11-11,145.5,147.15,145.45,146.55,433643.0,63582112.0
2019-11-08,145.05,146.2,144.95,145.5,715713.0,104219762.0
2019-11-07,146.75,146.95,144.6,145.65,539697.0,78592468.0
2019-11-06,143.4,146.85,143.05,146.35,883947.0,129004166.0
2019-11-05,143.3,143.65,142.15,142.7,682060.0,97410001.0
2019-11-04,144.0,144.85,142.9,143.5,729227.0,104835898.0
2019-11-01,142.9,143.5,142.35,143.1,594616.0,85085981.0
2019-10-31,144.0,146.05,141.85,141.85,1196358.0,171301993.0
2019-10-30,142.0,142.9,140.6,142.8,906040.0,128861603.0
2019-10-29,139.4,142.65,139.4,142.4,800509.0,113577754.0
2019-10-28,139.1,140.25,138.55,139.6,482057.0,67298717.0
2019-10-25,139.35,139.9,138.25,139.3,575050.0,80037168.0
2019-10-24,138.75,139.65,138.2,139.2,507825.0,70622849.0
2019-10-23,138.95,138.95,137.1,138.1,639236.0,88201938.0
2019-10-22,138.65,139.45,136.65,139.05,684822.0,94702852.0
2019-10-21,139.0,139.7,137.9,138.0,972840.0,134730866.0
2019-10-18,140.2,141.1,139.75,140.85,741677.0,104357557.0
2019-10-17,140.75,141.4,139.65,140.4,780700.0,109676969.0
2019-10-16,141.7,142.05,140.2,140.4,830052.0,116925386.0
2019-10-15,142.2,143.3,141.7,141.75,713211.0,101342498.0
2019-10-14,142.05,142.1,140.65,141.45,356778.0,50444628.0
2019-10-11,140.8,143.3,140.25,142.1,879496.0,124922615.0
2019-10-10,140.2,140.7,138.7,140.7,782350.0,109515348.0
2019-10-09,139.4,141.0,138.4,140.45,570921.0,79964316.0
2019-10-08,141.25,142.05,139.1,139.35,608152.0,85032905.0
2019-10-07,139.6,141.4,139.6,141.4,407705.0,57449289.0
2019-10-04,139.25,140.8,138.9,140.4,601254.0,84191461.0
2019-10-03,139.0,140.9,137.45,138.65,842865.0,117087934.0
2019-10-02,142.65,143.05,138.9,138.95,979152.0,137081973.0
2019-10-01,145.3,145.3,142.85,142.85,731229.0,105017749.0
2019-09-30,144.6,145.35,144.05,144.45,828922.0,119872745.0
2019-09-27,143.95,145.4,143.65,145.0,654521.0,94785027.0
2019-09-26,142.1,144.5,142.0,143.55,635725.0,91239691.0
2019-09-25,141.45,142.3,140.5,142.3,828140.0,117168300.0
2019-09-24,141.45,142.5,140.75,141.55,494788.0,70035373.0
2019-09-23,142.1,142.65,141.1,141.1,735898.0,104082299.0
2019-09-20,142.85,143.85,142.15,142.3,1824563.0,260270217.0
2019-09-19,141.95,142.95,141.25,142.45,565413.0,80409358.0
2019-09-18,142.3,142.8,141.4,141.85,461441.0,65522367.0
2019-09-17,140.8,142.2,140.7,142.1,595779.0,84418355.0
2019-09-16,142.6,142.85,140.2,140.2,741762.0,104445650.0
2019-09-13,141.8,144.15,141.45,143.8,661499.0,94836220.0
2019-09-12,140.3,143.0,139.65,142.0,1064936.0,150892305.0
2019-09-11,139.95,140.4,138.15,139.25,734346.0,102090073.0
2019-09-10,142.0,142.8,138.75,139.35,1049993.0,147333695.0
2019-09-09,143.75,144.0,141.8,142.45,815371.0,116160436.0
2019-09-06,140.5,143.45,139.5,142.95,1104982.0,157228833.0
2019-09-05,137.7,142.05,137.45,138.0,1631923.0,226970648.0
2019-09-04,130.7,131.35,130.55,131.3,721161.0,94493914.0
2019-09-03,131.7,131.9,129.2,129.9,608931.0,79291139.0
2019-09-02,131.9,132.15,130.65,131.9,468542.0,61681157.0
2019-08-30,131.65,132.45,131.4,132.15,617437.0,81542681.0
2019-08-29,126.8,131.0,126.8,131.0,644132.0,83698708.0
2019-08-28,127.95,128.05,125.45,127.0,491011.0,62252476.0
2019-08-27,128.65,129.05,126.7,128.25,763584.0,97740077.0
2019-08-26,128.75,129.2,127.4,128.0,566801.0,72664112.0
2019-08-23,129.65,132.65,129.0,129.2,1065067.0,138710107.0
2019-08-22,129.45,130.0,128.05,128.4,665771.0,85775555.0
2019-08-21,127.1,130.4,127.1,130.1,678196.0,87868397.0
2019-08-20,126.85,127.85,125.75,126.5,509853.0,64557284.0
2019-08-19,127.5,128.1,126.3,126.95,523665.0,66513043.0
2019-08-16,126.2,126.55,125.1,126.3,696931.0,87899185.0
2019-08-15,124.55,126.15,122.3,125.3,918063.0,114296967.0
2019-08-14,127.9,127.95,123.75,124.0,900057.0,112355441.0
2019-08-13,126.85,129.05,125.3,127.9,829486.0,105581965.0
2019-08-12,127.7,128.75,126.15,127.15,588452.0,74829115.0
2019-08-09,127.55,127.95,126.3,126.65,679376.0,86280406.0
2019-08-08,124.6,127.55,124.15,127.55,895888.0,113376266.0
2019-08-07,122.2,124.45,121.75,122.9,829972.0,102174723.0
2019-08-06,123.2,123.95,121.65,121.65,953614.0,117041469.0
2019-08-05,125.45,125.55,123.15,123.65,1071500.0,132822196.0
2019-08-02,128.0,129.35,125.7,126.65,1334792.0,169975901.0
2019-08-01,129.0,131.2,128.55,130.55,686289.0,89373693.0
2019-07-31,130.7,131.9,129.1,129.85,914592.0,119145804.0
2019-07-30,132.85,133.05,130.15,131.1,745111.0,97685403.0
2019-07-29,134.6,135.1,132.55,132.55,705239.0,93899312.0
2019-07-26,133.1,135.0,132.9,135.0,789291.0,106005615.0
2019-07-25,136.2,137.2,132.8,132.95,1081207.0,144988129.0
2019-07-24,136.05,136.6,135.55,135.95,617026.0,83941200.0
2019-07-23,133.4,137.2,133.35,136.45,997089.0,135551588.0
2019-07-22,132.9,133.8,132.55,133.25,699870.0,93261807.0
2019-07-19,131.2,133.75,131.2,133.3,1240518.0,164953752.0
2019-07-18,128.4,131.05,128.35,129.95,773894.0,100593895.0
2019-07-17,129.85,131.2,129.55,129.55,818917.0,106598105.0
2019-07-16,127.45,130.55,127.35,130.2,911217.0,117747553.0
2019-07-15,129.2,129.95,128.0,128.75,844245.0,108911191.0
2019-07-12,128.0,129.55,127.65,129.3,494107.0,63760177.0
2019-07-11,128.6,129.25,127.7,127.7,521562.0,66838664.0
2019-07-10,128.55,130.15,128.35,128.7,605564.0,78158523.0
2019-07-09,129.8,129.95,128.6,128.95,552459.0,71365339.0
2019-07-08,129.9,130.1,128.35,129.65,582633.0,75377384.0
2019-07-05,131.05,131.15,130.0,130.75,745981.0,97560248.0
2019-07-04,131.6,131.8,130.95,131.2,475268.0,62386480.0
2019-07-03,130.5,131.5,130.35,131.45,609562.0,79935865.0
2019-07-02,129.7,130.25,128.75,130.05,698679.0,90739101.0
2019-07-01,128.8,130.45,128.8,129.15,542780.0,70215862.0
2019-06-28,128.5,129.25,127.2,128.85,1121306.0,144065765.0
2019-06-27,130.75,130.85,128.35,128.35,966191.0,124527394.0
2019-06-26,131.3,131.8,130.6,130.8,595369.0,78023076.0
2019-06-25,131.4,132.7,131.1,131.55,555882.0,73310598.0
2019-06-24,131.9,133.15,131.45,131.45,661345.0,87206369.0
2019-06-21,132.4,133.85,131.8,131.85,1530496.0,202441131.0
2019-06-20,132.6,133.6,131.25,132.45,763877.0,101284670.0
2019-06-19,130.0,133.95,129.55,131.7,1557154.0,205326643.0
2019-06-18,124.8,129.0,124.45,129.0,1313735.0,168151391.0
2019-06-17,122.85,124.95,122.85,124.9,723735.0,89925080.0
2019-06-14,123.2,123.65,122.5,122.9,569550.0,70016686.0
2019-06-13,124.15,124.3,122.9,123.25,518756.0,64105443.0
2019-06-12,124.1,124.5,122.75,124.15,635479.0,78659129.0
2019-06-11,123.25,125.2,123.25,124.75,708374.0,88286464.0
2019-06-10,123.35,123.35,121.95,123.3,477112.0,58622860.0
2019-06-07,120.4,123.25,120.4,122.35,658493.0,80552933.0
2019-06-06,121.25,122.05,119.6,119.95,610723.0,73614879.0
2019-06-05,120.5,122.15,120.2,120.75,621843.0,75235961.0
2019-06-04,118.7,120.35,117.2,120.35,894708.0,106815410.0
2019-06-03,117.0,119.1,116.2,119.05,700327.0,82715164.0
2019-05-31,116.95,117.7,116.3,117.7,717710.0,84129426.0
2019-05-30,117.9,118.35,117.25,118.1,390382.0,46050520.0
2019-05-29,118.1,119.15,116.85,117.15,790057.0,92821889.0
2019-05-28,122.1,123.0,119.2,119.25,1300935.0,155699307.0
2019-05-27,121.8,122.35,120.9,121.8,536311.0,65168112.0
2019-05-24,120.15,122.55,120.05,121.9,854406.0,103949886.0
2019-05-23,122.55,122.9,119.0,119.35,811730.0,97367668.0
2019-05-22,123.4,124.25,122.75,123.5,581347.0,71857690.0
2019-05-21,124.8,125.15,123.15,123.15,837234.0,103752440.0
2019-05-20,125.9,126.35,124.55,124.8,737462.0,92286756.0
2019-05-17,126.25,126.5,124.95,125.75,826712.0,103960495.0
2019-05-16,124.25,126.2,123.15,126.15,791658.0,99041672.0
2019-05-15,121.5,124.3,121.15,124.3,1139293.0,140173683.0
2019-05-14,121.25,122.0,120.5,121.4,695821.0,84466901.0
2019-05-13,123.15,123.55,120.1,120.2,517094.0,62513547.0
2019-05-10,123.55,124.15,122.3,123.05,663129.0,81640998.0
2019-05-09,124.0,124.4,122.3,122.4,656639.0,80746498.0
2019-05-08,124.5,124.95,122.9,124.25,783944.0,97396270.0
2019-05-07,127.2,127.8,124.55,124.55,718747.0,90108281.0
2019-05-06,125.05,127.55,123.15,127.05,495488.0,62527482.0
2019-05-03,126.8,128.0,126.65,126.95,589259.0,74926714.0
2019-05-02,129.9,130.0,126.9,126.9,762921.0,97312889.0
2019-04-30,129.5,129.9,128.65,129.9,685356.0,88822952.0
2019-04-29,129.3,129.65,127.3,129.1,523326.0,67403532.0
2019-04-26,127.0,129.9,126.9,129.35,1157746.0,149180648.0
2019-04-25,126.1,126.3,124.7,125.15,658373.0,82463102.0
2019-04-24,125.15,126.4,124.75,125.8,529701.0,66566809.0
2019-04-23,123.65,125.6,123.0,125.2,722893.0,90105942.0
2019-04-18,123.2,124.4,122.5,123.75,1290289.0,159623110.0
2019-04-17,121.9,123.0,121.25,122.9,669147.0,81964526.0
2019-04-16,121.2,121.65,120.2,121.65,562903.0,68212696.0
2019-04-15,121.95,122.5,120.9,121.25,620908.0,75440951.0
2019-04-12,119.85,122.0,119.7,122.0,580208.0,70535172.0
2019-04-11,121.05,121.45,119.8,120.45,626486.0,75460341.0
2019-04-10,121.3,122.15,120.9,120.9,785612.0,95271873.0
2019-04-09,121.55,122.2,121.15,121.35,779580.0,94745207.0
2019-04-08,123.75,123.75,121.95,123.0,1021102.0,125549684.0
2019-04-05,124.5,125.55,124.45,125.45,1332998.0,166907615.0
2019-04-04,125.0,125.4,124.0,124.0,728682.0,90604314.0
2019-04-03,123.3,125.05,123.15,125.05,747780.0,93064010.0
2019-04-02,123.15,123.6,122.35,122.35,533316.0,65405944.0
2019-04-01,123.75,123.9,122.3,123.2,575938.0,70876555.0
2019-03-29,119.35,122.3,119.25,122.25,1054821.0,128206218.0
2019-03-28,117.15,119.55,117.1,118.65,734457.0,87159097.0
2019-03-27,118.1,118.4,116.35,116.9,790863.0,92651924.0
2019-03-26,117.9,119.3,117.35,118.1,608140.0,71937586.0
2019-03-25,117.75,118.15,116.7,117.85,799473.0,94005464.0
2019-03-22,121.5,121.65,118.0,118.1,909882.0,108200205.0
2019-03-21,121.0,121.95,120.45,120.95,558114.0,67606316.0
2019-03-20,121.7,122.35,120.9,120.9,648331.0,78667480.0
2019-03-19,119.8,121.8,119.5,121.25,766972.0,92895890.0
2019-03-18,119.2,119.85,118.25,119.85,585734.0,69926537.0
2019-03-15,118.0,119.6,117.65,118.8,2307917.0,274194683.0
2019-03-14,117.2,117.65,116.15,117.4,851282.0,99695131.0
2019-03-13,116.9,117.4,116.6,117.25,714889.0,83734362.0
2019-03-12,118.5,118.5,116.1,117.0,1174822.0,137476208.0
2019-03-11,117.6,119.1,115.7,117.55,1175612.0,137785334.0
2019-03-08,119.6,120.55,119.2,119.55,672515.0,80494059.0
2019-03-07,120.5,120.7,119.5,120.15,625087.0,75066120.0
2019-03-06,120.8,121.4,120.35,120.7,654469.0,79080790.0
2019-03-05,120.7,121.1,120.0,120.9,570139.0,68815756.0
2019-03-04,120.3,121.25,120.0,120.45,459411.0,55386359.0
2019-03-01,119.8,120.7,119.6,120.0,769703.0,92461960.0
2019-02-28,119.6,120.2,118.6,119.9,865694.0,103653078.0
2019-02-27,119.0,120.5,117.85,120.0,1103521.0,132001968.0
2019-02-26,119.5,120.6,118.4,120.3,789172.0,94493973.0
2019-02-25,119.9,120.1,118.95,119.8,612868.0,73345470.0
2019-02-22,118.7,120.0,118.2,120.0,696755.0,83269061.0
2019-02-21,117.75,118.4,117.25,118.25,774167.0,91440241.0
2019-02-20,115.95,118.15,115.5,117.5,787282.0,92259785.0
2019-02-19,115.7,116.35,114.65,115.8,742831.0,85988832.0
2019-02-18,115.3,116.45,115.15,115.55,635173.0,73491896.0
2019-02-15,114.5,115.65,114.0,115.15,845737.0,97411193.0
2019-02-14,116.05,116.7,114.2,114.2,652415.0,75095050.0
2019-02-13,113.9,115.2,113.8,114.85,691584.0,79318613.0
2019-02-12,114.65,114.95,113.6,113.6,568833.0,64877506.0
2019-02-11,112.6,113.75,112.4,113.55,498249.0,56473468.0
2019-02-08,113.4,114.2,112.05,112.25,824683.0,93000186.0
2019-02-07,114.65,115.35,113.15,113.15,962356.0,109581394.0
2019-02-06,116.15,116.5,114.7,114.7,772029.0,88892788.0
2019-02-05,115.15,117.1,114.4,116.45,869946.0,101216506.0
2019-02-04,115.05,115.85,114.6,115.25,604123.0,69546461.0
2019-02-01,115.0,115.5,114.3,114.9,647172.0,74379851.0
2019-01-31,114.8,115.05,113.8,114.5,843899.0,96562928.0
2019-01-30,113.65,114.55,112.75,114.1,865883.0,98496858.0
2019-01-29,111.45,114.55,111.15,113.75,863660.0,98051240.0
2019-01-28,110.6,112.1,110.2,110.95,817681.0,90746686.0
2019-01-25,109.55,110.95,109.15,110.5,815938.0,90026600.0
2019-01-24,110.0,110.0,108.65,109.25,752718.0,82272304.0
2019-01-23,108.8,111.2,108.4,109.75,925107.0,101801334.0
2019-01-22,109.6,109.75,108.85,109.2,697696.0,76215982.0
2019-01-21,109.5,110.45,109.5,110.1,608108.0,66938369.0
2019-01-18,108.9,110.45,108.7,110.05,1173433.0,129163104.0
2019-01-17,108.25,108.85,107.6,108.2,912055.0,98738800.0
2019-01-16,109.1,109.1,108.1,108.35,744696.0,80715572.0
2019-01-15,106.5,108.1,106.5,108.0,803410.0,86466614.0
2019-01-14,104.7,106.1,104.7,105.8,571830.0,60455964.0
2019-01-11,105.7,105.75,104.5,105.55,733682.0,77303662.0
2019-01-10,105.85,106.05,103.55,105.6,959499.0,100572463.0
2019-01-09,107.05,108.95,106.7,107.95,820803.0,88713116.0
2019-01-08,103.9,107.6,103.85,106.45,817869.0,86906853.0
2019-01-07,106.1,106.4,102.25,103.45,883028.0,91348919.0
2019-01-04,102.1,105.7,101.4,105.2,886181.0,92056709.0
2019-01-03,103.05,103.85,101.1,101.1,674387.0,68781739.0
2019-01-02,104.35,104.5,102.35,103.45,759106.0,78591069.0
2018-12-31,103.4,105.4,103.1,105.4,240481.0,25213774.0
2018-12-28,101.25,103.85,101.0,103.1,677330.0,69644805.0
2018-12-27,102.5,102.75,99.98,100.7,812187.0,82026607.0
2018-12-24,101.7,102.55,101.05,101.6,218348.0,22233090.0
2018-12-21,103.45,103.6,101.3,102.65,1926257.0,197547207.0
2018-12-20,105.4,105.45,103.25,104.1,1139693.0,118782273.0
2018-12-19,107.0,107.7,105.95,106.35,811496.0,86505602.0
2018-12-18,107.5,108.5,106.6,107.2,794598.0,85341412.0
2018-12-17,108.2,108.6,106.75,107.6,796658.0,85753656.0
2018-12-14,107.6,108.9,107.0,108.2,706648.0,76363286.0
2018-12-13,108.75,109.6,108.1,108.6,709373.0,77141257.0
2018-12-12,106.1,109.1,105.6,108.65,1061078.0,114772429.0
2018-12-11,103.05,105.65,102.45,105.3,1141061.0,119608606.0
2018-12-10,105.5,105.85,102.55,102.55,1039897.0,107732943.0
2018-12-07,106.75,107.75,105.65,105.65,863398.0,91711604.0
2018-12-06,108.0,108.3,105.85,106.0,1121908.0,119379646.0
2018-12-05,110.75,110.95,109.05,109.1,669097.0,73386513.0
2018-12-04,112.05,112.7,111.45,111.75,953192.0,106706276.0
2018-12-03,112.55,112.55,110.45,112.15,790972.0,88491107.0
2018-11-30,111.65,111.9,109.5,110.35,1513425.0,167122950.0
2018-11-29,106.15,112.15,104.6,111.5,1704434.0,186930192.0
2018-11-28,108.8,109.4,106.15,106.15,1093920.0,117432369.0
2018-11-27,108.0,109.25,107.6,108.25,689197.0,74602016.0
2018-11-26,109.35,110.05,108.1,108.2,611859.0,66509348.0
2018-11-23,106.65,109.0,106.4,108.85,554290.0,59960928.0
2018-11-22,107.3,107.45,106.35,106.45,474041.0,50554951.0
2018-11-21,107.75,108.0,106.35,107.55,771371.0,82818572.0
2018-11-20,106.9,107.7,105.5,106.9,925438.0,98850517.0
2018-11-19,109.05,109.65,107.65,107.95,860474.0,93412444.0
2018-11-16,110.0,110.35,108.0,108.7,1017216.0,110755374.0
2018-11-15,111.95,111.95,108.35,109.25,1028726.0,112860056.0
2018-11-14,112.4,113.45,110.65,111.2,963916.0,107650588.0
2018-11-13,111.75,113.25,111.6,112.9,625211.0,70389313.0
2018-11-12,113.05,113.3,111.45,111.6,586967.0,65703682.0
2018-11-09,114.25,114.5,112.0,112.45,777207.0,87567747.0
2018-11-08,114.3,115.1,113.05,114.35,851501.0,97260613.0
2018-11-07,111.9,113.55,111.65,113.4,1244304.0,140545804.0
2018-11-06,111.6,112.0,110.5,110.5,786489.0,87235866.0
2018-11-05,113.25,113.25,111.1,111.1,678183.0,75656753.0
2018-11-02,115.65,117.05,112.55,112.8,1291104.0,146912414.0
2018-11-01,114.4,115.55,112.85,113.1,1286623.0,146489307.0
2018-10-31,109.7,114.8,109.4,114.05,2201661.0,249422880.0
2018-10-30,109.0,110.9,107.6,108.65,1974637.0,214814086.0
2018-10-29,109.0,110.3,107.8,107.85,1099259.0,119807980.0
2018-10-26,110.25,110.25,107.65,109.7,1702621.0,185136701.0
2018-10-25,108.8,112.1,108.6,110.95,1692498.0,187306880.0
2018-10-24,109.6,112.05,108.4,109.4,2517841.0,276419273.0
2018-10-23,106.85,107.2,104.75,105.2,1521772.0,160853937.0
2018-10-22,107.8,108.8,107.45,108.15,1005406.0,108798280.0
2018-10-19,109.15,110.05,106.95,107.5,1502155.0,162132198.0
2018-10-18,110.25,110.95,108.7,108.75,904388.0,99186481.0
2018-10-17,111.5,112.3,109.7,109.95,1154851.0,127782497.0
2018-10-16,107.6,111.95,107.6,111.95,1303000.0,144247951.0
2018-10-15,108.25,108.35,106.85,107.5,1201723.0,129260726.0
2018-10-12,107.25,109.35,107.1,108.8,1579903.0,171400617.0
2018-10-11,107.15,108.45,105.4,106.5,2060505.0,220616605.0
2018-10-10,112.55,112.65,109.35,109.35,1495416.0,165214168.0
2018-10-09,113.95,114.25,111.45,111.95,1203547.0,135153002.0
2018-10-08,116.25,116.65,113.95,114.0,938260.0,107550413.0
2018-10-05,116.75,117.4,115.95,116.3,992739.0,115588968.0
2018-10-04,118.55,119.55,116.05,116.05,1198461.0,140197214.0
2018-10-03,118.55,119.4,118.5,119.0,631742.0,75203384.0
2018-10-02,118.0,119.0,117.0,118.5,1338555.0,158312647.0
2018-10-01,121.0,121.15,119.9,120.4,496020.0,59784366.0
2018-09-28,121.25,122.25,120.2,120.7,871057.0,105405041.0
2018-09-27,120.8,121.55,120.25,121.5,625242.0,75818884.0
2018-09-26,120.85,121.95,120.3,120.95,850942.0,103061369.0
2018-09-25,119.5,120.85,119.1,120.5,553069.0,66581272.0
2018-09-24,119.95,120.4,119.2,119.5,770486.0,92174058.0
2018-09-21,121.55,121.95,120.15,120.15,2419367.0,291638211.0
2018-09-20,119.75,121.25,119.2,121.0,854474.0,102998718.0
2018-09-19,118.4,119.9,117.95,119.55,808399.0,96416266.0
2018-09-18,117.9,119.2,117.1,117.65,795609.0,93748605.0
2018-09-17,118.0,118.2,117.35,117.8,582338.0,68608551.0
2018-09-14,118.5,118.65,117.05,118.05,720785.0,84987533.0
2018-09-13,117.85,119.25,117.75,117.85,605300.0,71588349.0
2018-09-12,117.5,118.3,116.65,117.8,771887.0,90779451.0
2018-09-11,116.2,117.8,115.05,117.5,837441.0,97723739.0
2018-09-10,118.35,118.4,115.6,115.7,804056.0,93475095.0
2018-09-07,116.1,119.35,116.05,117.4,1573057.0,185084567.0
2018-09-06,114.45,119.15,112.7,116.05,2072594.0,240542115.0
2018-09-05,110.15,110.5,108.6,109.1,1052432.0,115002093.0
2018-09-04,113.05,113.15,109.7,110.15,996842.0,110341088.0
2018-09-03,112.2,112.75,111.95,112.45,447133.0,50249693.0
2018-08-31,113.0,113.15,111.35,112.3,903981.0,101433111.0
2018-08-30,113.25,113.55,112.6,112.9,499105.0,56379895.0
2018-08-29,112.5,113.65,112.3,113.2,704448.0,79660572.0
2018-08-28,112.0,112.4,111.75,112.0,555946.0,62295710.0
2018-08-27,110.0,111.85,109.9,111.85,545031.0,60614352.0
2018-08-24,109.1,109.95,108.95,109.9,538855.0,59076355.0
2018-08-23,108.0,109.2,108.0,109.0,424657.0,46240646.0
2018-08-22,108.15,108.45,107.75,107.95,519310.0,56103400.0
2018-08-21,107.6,108.5,107.4,108.25,430779.0,46595958.0
2018-08-20,107.0,108.0,106.5,107.7,380258.0,40910412.0
2018-08-17,107.2,107.5,106.3,106.8,432812.0,46220315.0
2018-08-16,107.15,107.45,106.35,106.85,645573.0,69004856.0
2018-08-15,108.0,108.95,106.5,106.7,978618.0,105108985.0
2018-08-14,107.85,108.3,107.25,107.55,472046.0,50828595.0
2018-08-13,106.75,107.65,106.45,107.4,408212.0,43757790.0
2018-08-10,106.95,107.2,106.35,106.8,901714.0,96355690.0
2018-08-09,106.95,107.85,106.55,107.85,497575.0,53514477.0
2018-08-08,107.75,108.25,106.95,107.0,527030.0,56539037.0
2018-08-07,107.0,107.95,106.65,107.8,688608.0,74108960.0
2018-08-06,105.6,107.65,105.5,106.6,653294.0,69649533.0
2018-08-03,105.45,106.2,105.15,105.5,803942.0,84915831.0
2018-08-02,105.9,106.2,105.0,105.0,1123907.0,118381161.0
2018-08-01,106.0,106.55,105.85,106.0,634661.0,67340042.0
2018-07-31,107.1,107.3,105.65,106.05,896844.0,95138251.0
2018-07-30,107.25,107.35,106.8,107.15,477239.0,51140612.0
2018-07-27,107.9,107.95,107.2,107.35,649764.0,69850009.0
2018-07-26,107.75,108.4,107.3,107.7,955875.0,102956073.0
2018-07-25,106.95,108.05,106.95,107.1,935436.0,100379605.0
2018-07-24,107.25,107.55,106.55,107.05,824667.0,88304375.0
